col0,col1,col2,col3,col4,col5,col6,col7
Yên Bái,6899.5,Khmu,Vietnam,Yên Bái,province of Vietnam,841,Vietnam
Kon Tum,9614.5,Bahnar,Vietnam,Kon Tum,province of Vietnam,1136,Vietnam
Hòa Bình,4662.5,Iu Mien,Vietnam,Hòa Bình,province of Vietnam,218,Vietnam
Lạng Sơn,8327.6,Nung,Vietnam,Lạng Sơn,province of Vietnam,299,Vietnam
Sơn La,14055,Khmu,Vietnam,Sơn La,province of Vietnam,872,Vietnam
Cà Mau,5331,Khmer,Vietnam,Cà Mau,province of Vietnam,4,Vietnam
Hà Tĩnh,5997.8,Phu Thai,Vietnam,Hà Tĩnh,province of Vietnam,135,Vietnam
Quảng Ngãi,5137.6,Sedang,Vietnam,Quảng Ngãi,province of Vietnam,770,Vietnam
Thái Nguyên,3534.45,Nung,Vietnam,Thái Nguyên,province of Vietnam,49,Vietnam
Kon Tum,9614.5,Bahnar,Vietnam,Kon Tum,province,1136,Vietnam
