col0,col1,col2,col3,col4,col5,col6,col7
Lowndes County,"National Register of Historic Places listings in Lowndes County, Georgia",Valdosta,Lowndes County,United States of America,1323,Valdosta,Brooks County
Montgomery County,"National Register of Historic Places listings in Montgomery County, Georgia",Mount Vernon,Montgomery County,United States of America,641,Mount Vernon,Toombs County
Lowndes County,"National Register of Historic Places listings in Lowndes County, Georgia",Valdosta,Lowndes County,United States of America,1323,Valdosta,Cook County
Montgomery County,"National Register of Historic Places listings in Montgomery County, Georgia",Mount Vernon,Montgomery County,United States of America,641,Mount Vernon,Emanuel County
Clayton County,"National Register of Historic Places listings in Clayton County, Georgia",Jonesboro,Clayton County,United States of America,374,Jonesboro,Spalding County
Douglas County,"National Register of Historic Places listings in Douglas County, Georgia",Douglasville,Douglas County,United States of America,519,Douglasville,Paulding County
Clayton County,"National Register of Historic Places listings in Clayton County, Georgia",Jonesboro,Clayton County,United States of America,374,Jonesboro,Fayette County
Douglas County,"National Register of Historic Places listings in Douglas County, Georgia",Douglasville,Douglas County,United States of America,519,Douglasville,Carroll County
Clayton County,"National Register of Historic Places listings in Clayton County, Georgia",Jonesboro,Clayton County,United States of America,374,Jonesboro,Henry County
Jackson County,"National Register of Historic Places listings in Jackson County, Georgia",Jefferson,Jackson County,United States of America,888,Jefferson,Gwinnett County
