col0,col1,col2,col3,col4,col5,col6,col7
V* V1727 Ori,J2000.0,Orion,4195,9.449,69.43,2.196,437
V* V2672 Ori,J2000.0,Orion,3288,21.277,14.391,2.849,351.0004
V* V2158 Ori,J2000.0,Orion,3378,16.63,149.529,2.4701,404.8419
V* V2278 Ori,J2000.0,Orion,3168,17.877,9.252,2.6084,383.3768
V* V2038 Ori,J2000.0,Orion,3540,19.024,18.346,2.4533,407.6142
V* V1437 Ori,J2000.0,Orion,3848,15.242,10.889,2.5389,393.8714
V* V1490 Ori,J2000.0,Orion,3917,15.23,28.3,2.2769,439.1936
V* V2710 Ori,J2000.0,Orion,4036,16.789,14.97,2.4034,416.0772
V* CF Ori,J2000.0,Orion,3839,14.6,9.135,2.5098,398.4381
V* V2650 Ori,J2000.0,Orion,3267,18.4,8.578,2.5212,396.6365
V* BW Ori,J2000.0,Orion,3481,14.537,9.8,2.5816,387.3567
V* V2261 Ori,J2000.0,Orion,3529,17.897,9.911,2.7524,363.3193
V* AU Ori,J2000.0,Orion,3476,15.66,16.386,2.6284,380.4596
V* V2659 Ori,J2000.0,Orion,4788,13.18,11.971,2.5679,389.4233
V* V2653 Ori,J2000.0,Orion,3481,15.936,10.431,2.6881,372.01
