col0,col1,col2,col3,col4,col5
V1709 Aql,Aquila,-35.326,12.0598,-5.3,82.9201
HD 133803,Libra,-29.028,9.0326,-1.7,110.7101
OR Aqr,Aquarius,2.783,7.8986,-57.9,126.6047
KQ Lup,Lupus,-75.367,16.745,-8.1,59.7193
V* V1210 Tau,Taurus,-45.484,7.351,4.7,135.6871
CX Gru,Grus,-18.147,10.3167,-13.9,96.9302
TYC 3126-2522-1,Lyra,4.573,2.081,-31.8,480.5382
TYC 3126-1059-1,Lyra,-2.06,2.2062,-33.5,453.2681
HD 91201,Carina,-38.952,8.0671,19.1,123.9603
V* V1006 Cas,Cassiopeia,2.371,7.3058,-6,136.8775
V1012 Cas,Cassiopeia,-59.098,10.9329,-20.1,91.467
DD CVn,Canes Venatici,-103.437,11.2222,-8.4,89.1091
CK Ind,Indus,-57.619,8.5278,-4.5,117.2635
V645 Her,Hercules,-11.695,10.4221,-2.9,95.95
V1136 Her,Hercules,18.458,8.1502,-13.48,122.6964
