col0,col1,col2,col3,col4,col5,col6,col7
Daggett County,1127,Daggett County,Oliver Ellsworth Daggett,Sweetwater County,Manila,county of Utah,Utah
Box Elder County,50794,Box Elder County,Acer negundo,Weber County,Brigham City,county of Utah,Utah
Beaver County,6459,Beaver County,North American Beaver,Iron County,Beaver,county of Utah,Utah
Piute County,1510,Piute County,Paiute people,Iron County,Junction,county of Utah,Utah
Washington County,147800,Washington County,George Washington,Iron County,St. George,county of Utah,Utah
Sanpete County,28237,Sanpete County,Sanpitch,Carbon County,Manti,county of Utah,Utah
Uintah County,35555,Uintah County,Ute people,Carbon County,Vernal,county of Utah,Utah
Sevier County,20852,Sevier County,Sevier River,Piute County,Richfield,county of Utah,Utah
Carbon County,20988,Carbon County,carbon,Uintah County,Price,county of Utah,Utah
Daggett County,1127,Daggett County,Oliver Ellsworth Daggett,Uintah County,Manila,county of Utah,Utah
Beaver County,6459,Beaver County,North American Beaver,Piute County,Beaver,county of Utah,Utah
