col0,col1,col2,col3
Lillian Kivela,Women's Overseas Service League,veteran,Michigan State University
Mary C. Burnham,Women's Overseas Service League,veteran,University of Wisconsin–Madison
Helen V. Kennard,Women's Overseas Service League,veteran,University of Denver
Helen McPherson Reynolds,Women's Overseas Service League,veteran,Hastings High School
Hazel M. Hamilton,Women's Overseas Service League,veteran,University of Michigan
Genevieve Manning Voelker,Women's Overseas Service League,veteran,University of South Dakota
Florence Failing Kenny,Women's Overseas Service League,veteran,Syracuse University
Elizabeth Booker,Cadet Nurse Corps,veteran,University of Pittsburgh
Jane Piatt,Women's Overseas Service League,veteran,University of Michigan
Dorothy Schroeder,Women's Overseas Service League,veteran,University of Minnesota
Doris McGraw Cobb,Women's Overseas Service League,veteran,Columbia University
Betty Vogel,Women's Overseas Service League,veteran,Abbott Hospital
Madeline M. Ullom,Women's Overseas Service League,human,Thomas Jefferson University Hospital
Jean Schiffman,Women's Overseas Service League,human,Trinity University
