col0,col1,col2,col3
Rugby Football Union men's player ID,distinct values constraint,Rugby Football Union,United Kingdom
Rugby Football Union women's player ID,single value constraint,Rugby Football Union,United Kingdom
Rugby Football Union men's player ID,single value constraint,Rugby Football Union,United Kingdom
Scottish Rugby Union women's player ID,item requires statement constraint,Scottish Rugby Union,United Kingdom
Scottish Rugby Union men's player ID,item requires statement constraint,Scottish Rugby Union,United Kingdom
Scottish Rugby Union women's player ID,distinct values constraint,Scottish Rugby Union,United Kingdom
Scottish Rugby Union men's player ID,distinct values constraint,Scottish Rugby Union,United Kingdom
Scottish Rugby Union women's player ID,single value constraint,Scottish Rugby Union,United Kingdom
Scottish Rugby Union men's player ID,single value constraint,Scottish Rugby Union,United Kingdom
Women’s Elite Rugby ID,single value constraint,Pro14,United Kingdom
