col0,col1,col2,col3
Knock Nevis,tanker,Sumitomo Heavy Industries,458.45
Adrian Darya 1,oil tanker,Hyundai Heavy Industries,330
Blue Jade,oil tanker,STX Offshore & Shipbuilding,183
Tt Paul,oil tanker,Bethlehem Steel,274.02
MT Sanchi,oil tanker,Hyundai Samho Heavy Industries,274.18
Stolt Ilex,oil tanker,Fukuoka Shipbuilding,144
Chemical Challenger,oil tanker,Asakawa Shipbuilding,134.03
Champion,oil tanker,Swan Hunter,145.88
Odin,oil tanker,Wilton-Fijenoord,227.5
British Explorer,oil tanker,Hyundai Mipo Dockyard,182
