col0,col1,col2,col3,col4,col5,col6,col7
Tåkern,Mjölby Municipality,12,29124000,Mjölnaån,Sweden,44.3,South Baltic Sea Water District
Aspen,Botkyrka Municipality,3.5,1840000,Älvestaån,Sweden,10.4,North Baltic Sea Water District
Orlången,Huddinge Municipality,5,12300000,Orlångsån,Sweden,20,North Baltic Sea Water District
Tullingesjön,Botkyrka Municipality,3.4,14741000,Flottsbro canal,Sweden,8.22,North Baltic Sea Water District
Albysjön,Botkyrka Municipality,2.6,9700000,Fittjaviken,Sweden,5.38,North Baltic Sea Water District
Orlången,Huddinge Municipality,5,12300000,Orlångsån,Sweden,20,Tyresån Lake System
Lygnern,Kungsbacka Municipality,18,911580000,Rolfsån,Sweden,50,Skagerrak and Kattegat Water District
Magelungen,Huddinge Municipality,5.6,12300000,Forsån,Sweden,16.8,North Baltic Sea Water District
Yngaren,Flen Municipality,20,417842000,Nyköpingsån,Sweden,96.2,North Baltic Sea Water District
Hornavan,Arjeplog Municipality,70,11233945000,Skellefte River,Sweden,373,Bothnian Bay Water District
Storvindeln,Sorsele Municipality,50,614000000,Vindel River,Sweden,104,Bothnian Bay Water District
Magelungen,Huddinge Municipality,5.6,12300000,Forsån,Sweden,16.8,Tyresån Lake System
