col0,col1,col2,col3,col4
"Coal dust increases bax expression, increases apoptosis, and supresses CYP1A1 induction in a rat model of mixed exposure to polycyclic aromatic hydrocarbons and respirable particles",2004-03-01,National Institute for Occupational Safety and Health,mixed exposures,scholarly conference abstract
Chronic exposure to CORT primes the CNS proinflammatory response in MPTP and METH models of neurotoxicity,2010-03-01,National Institute for Occupational Safety and Health,manufacturing,scholarly conference abstract
"Corticosterone priming of the neuroinflammatory response to AChE inhibitors results in overexpression of Tlr2 and downstream targets, but not activation of the Nlrp3 inflammasome",2016-03-01,National Institute for Occupational Safety and Health,isoflurophate,scholarly conference abstract
Effects of amorphous silica coating on cerium oxide,2015-03-01,National Institute for Occupational Safety and Health,silicon dioxide,scholarly conference abstract
CCL2 KO mice demonstrate enhanced TH2 responses following dermal sensitization,2005-03-01,National Institute for Occupational Safety and Health,"toluene 2,4-diisocyanate",scholarly conference abstract
Health effects of respirable crystalline silica: unanswered questions,2002-10-25,National Institute for Occupational Safety and Health,quartz,scholarly conference abstract
Managing human risk in livestock handling,2003-10-28,National Institute for Occupational Safety and Health,intervention effectiveness research,conference paper
Evaluation of environmental measurements and calculations for site profiles,2003-06-01,National Institute for Occupational Safety and Health,argon,conference paper
Health effects of respirable crystalline silica: unanswered questions,2002-10-25,National Institute for Occupational Safety and Health,quartz,conference paper
Thinking outside the lung: alternate routes of nanoparticle exposure,2012-03-01,National Institute for Occupational Safety and Health,carbon,abstract
Managing human risk in livestock handling,2003-10-28,National Institute for Occupational Safety and Health,intervention effectiveness research,abstract
Evaluation of environmental measurements and calculations for site profiles,2003-06-01,National Institute for Occupational Safety and Health,argon,abstract
