col0,col1,col2,col3,col4,col5,col6
2018 La Flèche Wallonne Féminine,2019 La Flèche Wallonne Féminine,Mur de Huy,women's sports,Huy,road bicycle racing,91
2017 La Flèche Wallonne Féminine,2018 La Flèche Wallonne Féminine,Mur de Huy,women's sports,Huy,road bicycle racing,105
2016 La Flèche Wallonne Féminine,2017 La Flèche Wallonne Féminine,Mur de Huy,women's sports,Huy,road bicycle racing,118
2017 La Course by Le Tour de France,2018 La Course by Le Tour de France,col d'Izoard,women's sports,Briançon,road bicycle racing,123
2018 Gent–Wevelgem – women's race,2019 Gent–Wevelgem – women's race,Wevelgem,women's sports,Ypres,road bicycle racing,86
2017 Gent–Wevelgem – women's race,2018 Gent–Wevelgem – women's race,Wevelgem,women's sports,Ypres,road bicycle racing,102
2018 La Course by Le Tour de France,2019 La Course by Le Tour de France,Le Grand-Bornand,women's sports,Annecy,road bicycle racing,62
2016 Trofeo Alfredo Binda-Comune di Cittiglio,2017 Trofeo Alfredo Binda-Comune di Cittiglio,Cittiglio,women's sports,Gavirate,road bicycle racing,81
2018 Trofeo Alfredo Binda-Comune di Cittiglio,2019 Trofeo Alfredo Binda-Comune di Cittiglio,Cittiglio,women's sports,Taino,road bicycle racing,78
2017 Trofeo Alfredo Binda-Comune di Cittiglio,2018 Trofeo Alfredo Binda-Comune di Cittiglio,Cittiglio,women's sports,Taino,road bicycle racing,89
Liège–Bastogne–Liège for Women 2018,2019 Liège–Bastogne–Liège for Women,Ans,women's sports,Bastogne,road bicycle racing,85
2017 Liège–Bastogne–Liège,Liège–Bastogne–Liège for Women 2018,Ans,women's sports,Bastogne,road bicycle racing,98
