col0,col1,col2,col3
as the crow flies Bern-Schwäbisch Hall,Switzerland,Heinz Brand,1991-01-01
The 4th place,Switzerland,Heinz Brand,2003-05-03
Treffbrunnen Fussgängerzone,Switzerland,Véronique Zussau,1994-01-01
Pink Sky View,United States of America,Kim West,2017-01-01
Future Memories,United States of America,Lynn Criswell,2015-01-01
PIER+HORIZON,Netherlands,Paul de Kort,2016-01-01
ÜBER-SETZEN,Switzerland,Roland Fornaro,2013-01-01
gargoyle,Switzerland,Luciano Andreani,1993-01-01
Augenblicke,Switzerland,Luciano Andreani,2001-01-01
PH 14,Switzerland,Lang/Baumann,2012-01-01
courtyard fountain Manuel schoolhouse,Switzerland,Ernst Jordi,1984-01-01
chair and bed on carpet,Switzerland,Mariann Grunder,1996-01-01
