col0,col1,col2,col3,col4,col5
Tajikistan,Ismoil Somoni Peak,UTC+05:00,Syr Dar,198438,history of Tajikistan
Nepal,Mount Everest,UTC+05:45,Kechana Kawal,1055237,history of Nepal
Niger,Mont Idoukal-n-Taghès,UTC+01:00,Niger River,3410345,history of Niger
Lesotho,Thabana Ntlenyana,UTC+02:00,Orange River,142364,history of Lesotho
Malawi,Mulanje Massif,UTC+02:00,Shire River,764717,history of Malawi
Burkina Faso,Mount Tenakourou,UTC±00:00,Black Volta,2493607,history of Burkina Faso
Central African Republic,Mont Ngaoui,UTC+01:00,Ubangi River,693467,history of the Central African Republic
Botswana,Otse Hill,UTC+02:00,Limpopo River,74929,history of Botswana
Kazakhstan,Khan Tengri,UTC+05:00,Karagiye,24659,history of Kazakhstan
Paraguay,Cerro Tres Kandú,UTC−04:00,Paraguay River,248767,history of Paraguay
Bhutan,Gangkhar Puensum,UTC+06:00,Drangme Chhu,30548,history of Bhutan
