col0,col1,col2,col3,col4,col5,col6
St. Joseph County,Centreville,3.9,St. Joseph County,60964,St. Joseph River,St. Joseph County
Barry County,Hastings,4.2,Barry County,59097,William T. Barry,Barry County
St. Clair County,Port Huron,14,St. Clair County,160469,Lake Saint Clair,St. Clair County
Kent County,Grand Rapids,2.9,Kent County,621700,James Kent,Kent County
Mason County,Ludington,60,Mason County,28605,Stevens T. Mason,Mason County
Wayne County,Detroit,9,Wayne County,1775273,Anthony Wayne,Wayne County
Ottawa County,Grand Haven,65,Ottawa County,272701,Odawa people,Ottawa County
Clinton County,St. Johns,1.4,Clinton County,76739,DeWitt Clinton,Clinton County
Crawford County,Grayling,1.2,Crawford County,13904,William Crawford,Crawford County
Osceola County,Reed City,1.2,Osceola County,23259,Osceola,Osceola County
Calhoun County,Marshall,1.7,Calhoun County,135012,John C. Calhoun,Calhoun County
Lake County,Baldwin,1.2,Lake County,11386,lake,Lake County
