col0,col1,col2,col3
cipM poet ID,Wikidata property related to poetry,France,Printemps des poètes poet ID
ACA author ID,Wikidata property related to art,France,Dictionary of Art Historians ID
autores.ar ID,Wikidata property for authority control for people,Argentina,autores.uy ID
ALCA author ID,Wikidata property for an identifier that suggests notability,France,La Lorraine des écrivains writer ID
Syndikat writer ID,Wikidata property for an identifier that suggests notability,Germany,Quais du polar writer ID
CWA writer ID,Wikidata property for an identifier that suggests notability,United Kingdom,Quais du polar writer ID
La Lorraine des écrivains writer ID,Wikidata property for an identifier that suggests notability,France,ALCA author ID
Quais du polar writer ID,Wikidata property for an identifier that suggests notability,France,CWA writer ID
PRELIB person ID,Wikidata property for an identifier that suggests notability,France,Institut culturel de Bretagne ID
Institut culturel de Bretagne ID,Wikidata property for an identifier that suggests notability,France,PRELIB person ID
Interbibly author ID,Wikidata property for an identifier that suggests notability,France,La Lorraine des écrivains writer ID
