col0,col1,col2,col3,col4
"São Paulo, Estação da Luz",Museu Paulista,postcard,9,1900-01-01
São Paulo - Jardim da Luz III,Museu Paulista,postcard,9,1900-01-01
São Paulo - Estação da Luz S.P.R. II,Museu Paulista,postcard,9.1,1900-01-01
S.Paulo - Rio Tietê. Club de Regatas,Museu Paulista,postcard,9,1900-01-01
Rua 15 de Novembro II,Museu Paulista,postcard,13.7,1900-01-01
Rua 15 de Novembro I,Museu Paulista,postcard,13.9,1900-01-01
Rua 15 de Novembro I,Museu Paulista,postcard,14.1,1900-01-01
Panorama de São Paulo,Museu Paulista,postcard,9,1900-01-01
Cantareira I,Museu Paulista,postcard,8.8,1900-01-01
São Paulo - Rua João Alfredo,Museu Paulista,postcard,9,1900-01-01
São Paulo. Cantareira I,Museu Paulista,postcard,8.6,1910-01-01
Rua 15 de Novembro II,Museu Paulista,postcard,14.2,1900-01-01
"Nr. 14. S. Paulo. Rio Tietê, Clubs de Regatas",Museu Paulista,postcard,8.6,1900-01-01
