col0,col1,col2,col3
Christ Pantocrator,Ognyanovo,46,Bansko art school
St. Nicholas,Ognyanovo,46,Bansko art school
The Virgin,Ognyanovo,46,Bansko art school
The Ascension of Christ,Rila Monastery,98,Bansko art school
St. Spyridon,St. Great Martyr George,44,Bansko art school
The Blessing Christ,St. Great Martyr George,55,Bansko art school
The Meeting of the Lord,The Meeting of the Lord,47,Bansko art school
Supraiconostasic Crucifix,St. Prophet Elijah,53,Bansko art school
The Blessing Christ,St. Prophet Elijah,66,Bansko art school
The Nativity of St. John the Forerunner,St. Prophet Elijah,57,Bansko art school
