col0,col1,col2,col3,col4,col5
HCT 116b,Heterogeneity of human colon carcinoma.,cancer cell line,HCT 116,colon carcinoma,Homo sapiens
HCT 116a,Heterogeneity of human colon carcinoma.,cancer cell line,HCT 116,colon carcinoma,Homo sapiens
DuCaP,Establishment and characterization of a new human prostatic cancer cell line: DuCaP.,cancer cell line,VCaP,prostate carcinoma,Homo sapiens
C5065,Reversible epigenetic down-regulation of MHC molecules by devil facial tumour disease illustrates immune escape by a contagious cancer,cancer cell line,1/2Pea,devil facial tumour disease,Tasmanian devil
AU565,A collection of breast cancer cell lines for the study of functionally distinct cancer subtypes,cancer cell line,SK-BR-3,breast adenocarcinoma,Homo sapiens
888-mel,Natural variation of the expression of HLA and endogenous antigen modulates CTL recognition in an in vitro melanoma model,cancer cell line,1290-mel,melanoma,Homo sapiens
4906,Reversible epigenetic down-regulation of MHC molecules by devil facial tumour disease illustrates immune escape by a contagious cancer,cancer cell line,1/2Pea,devil facial tumour disease,Tasmanian devil
PB18,Mitochondrial dysfunction associated with increased oxidative stress and α-synuclein accumulation in PARK2 iPSC-derived neurons and postmortem brain tissue.,cell line,TPB4 (DNAVEC),Parkinson disease,Homo sapiens
PB1,Mitochondrial dysfunction associated with increased oxidative stress and α-synuclein accumulation in PARK2 iPSC-derived neurons and postmortem brain tissue.,cell line,TPB4 (DNAVEC),Parkinson disease,Homo sapiens
Hs 631.T,A human cell line from a pleural effusion derived from a breast carcinoma.,cell line,MCF-7,invasive mammary ductal carcinoma,Homo sapiens
HCT 116b,Heterogeneity of human colon carcinoma.,cell line,HCT 116,colon carcinoma,Homo sapiens
HCT 116a,Heterogeneity of human colon carcinoma.,cell line,HCT 116,colon carcinoma,Homo sapiens
