col0,col1,col2,col3
2014 Meath County Council election,2009 Meath County Council election,County Meath,2014-01-01
2014 Louth County Council election,2009 Louth County Council election,County Louth,2014-01-01
2014 Westmeath County Council election,2009 Westmeath County Council election,County Westmeath,2014-01-01
2014 Carlow County Council election,2009 Carlow County Council election,County Carlow,2014-01-01
2014 Clare County Council election,2009 Clare County Council election,County Clare,2014-01-01
2014 Roscommon County Council election,2009 Roscommon County Council election,County Roscommon,2014-01-01
2014 Donegal County Council election,2009 Donegal County Council election,County Donegal,2014-01-01
2014 Sligo County Council election,2009 Sligo County Council election,County Sligo,2014-01-01
2014 Mayo County Council election,2009 Mayo County Council election,County Mayo,2014-01-01
2014 Kildare County Council election,2009 Kildare County Council election,County Kildare,2014-01-01
2014 Galway County Council election,2009 Galway County Council election,County Galway,2014-01-01
2014 Leitrim County Council election,2009 Leitrim County Council election,County Leitrim,2014-01-01
2014 Laois County Council election,2009 Laois County Council election,County Laois,2014-01-01
2014 Bristol City Council election,2013 Bristol City Council election,Bristol,2014-01-01
2019 Iligan local elections,2016 Iligan local elections,Iligan,2019-05-13
