col0,col1,col2,col3
Valjala Rural Municipality,1203,rural municipality of Estonia,Saaremaa Rural Municipality
Vasalemma Rural Municipality,2613,rural municipality of Estonia,Lääne-Harju Rural Municipality
Tõstamaa Rural Municipality,1237,rural municipality of Estonia,Pärnu City
Palamuse Rural Municipality,2058,rural municipality of Estonia,Jõgeva Rural Municipality
Lohusuu Rural Municipality,687,rural municipality of Estonia,Mustvee Rural Municipality
Kihelkonna Rural Municipality,639,rural municipality of Estonia,Saaremaa Rural Municipality
Sangaste Rural Municipality,1271,rural municipality of Estonia,Otepää Rural Municipality
Rakke Rural Municipality,1569,rural municipality of Estonia,Väike-Maarja Rural Municipality
Helme Parish,1863,rural municipality of Estonia,Tõrva Rural Municipality
Kaarma Rural Municipality,4509,rural municipality of Estonia,Lääne-Saare Rural Municipality
Ambla Rural Municipality,1915,rural municipality of Estonia,Järva Rural Municipality
Kõpu Rural Municipality,665,rural municipality of Estonia,Põhja-Sakala Rural Municipality
