col0,col1,col2,col3,col4,col5
coat of arms of Andorra,field,1969-01-01,national coat of arms,Andorra,Andorra
Arms of Canada,lion,1921-01-01,national coat of arms,Canada,Canada
Rákosi coat of arms,hammer,1949-08-20,national coat of arms,People's Republic of Hungary,People's Republic of Hungary
Kádár coat of arms,red star,1957-05-23,national coat of arms,Hungary,Hungary
Kossuth coat of arms,field,1849-04-01,national coat of arms,People's Republic of Hungary,People's Republic of Hungary
coat of arms of Dominican Republic,Bible,1844-11-06,national coat of arms,Dominican Republic,Dominican Republic
coat of arms of El Salvador,Sun,1912-09-15,national coat of arms,El Salvador,El Salvador
Coat of arms of Nicaragua,rainbow,1823-08-21,national coat of arms,Nicaragua,Nicaragua
coat of arms of Paraguay,lion,1820-01-01,national coat of arms,Paraguay,Paraguay
coat of arms of Bolivia,Sun,1963-01-01,national coat of arms,Bolivia,Bolivia
