col0,col1,col2,col3,col4,col5,col6,col7
1996 World Junior Badminton Championships,1994 World Junior Badminton Championships,1998 World Junior Badminton Championships,1996-11-24,Silkeborg,1996-01-01,1996 World Junior Badminton Championships – Men's singles,WikiProject Badminton/tournament focus list
1992 World Junior Badminton Championships,1991 World Junior Badminton Championships,1994 World Junior Badminton Championships,1992-11-14,Jakarta,1992-01-01,1992 World Junior Badminton Championships – Men's singles,WikiProject Badminton/tournament focus list
1996 World Junior Badminton Championships,1994 World Junior Badminton Championships,1998 World Junior Badminton Championships,1996-11-24,Silkeborg,1996-01-01,1996 World Junior Badminton Championships – Men's doubles,WikiProject Badminton/tournament focus list
1992 World Junior Badminton Championships,1991 World Junior Badminton Championships,1994 World Junior Badminton Championships,1992-11-14,Jakarta,1992-01-01,1992 World Junior Badminton Championships – Men's doubles,WikiProject Badminton/tournament focus list
2004 World Junior Badminton Championships,2002 World Junior Badminton Championships,2006 Badminton World Junior Championships,2004-10-30,Vancouver,2004-01-01,2004 World Junior Badminton Championships – Women's Doubles,WikiProject Badminton/tournament focus list
2009 World Junior Badminton Championships,2008 World Junior Badminton Championships,2010 World Junior Badminton Championships,2009-11-01,Alor Setar,2009-01-01,2009 World Junior Badminton Championships – Teams,WikiProject Badminton/tournament focus list
2010 World Junior Badminton Championships,2009 World Junior Badminton Championships,2011 World Junior Badminton Championships,2010-04-25,Guadalajara,2010-01-01,2010 World Junior Badminton Championships – Teams,WikiProject Badminton/tournament focus list
2009 World Junior Badminton Championships,2008 World Junior Badminton Championships,2010 World Junior Badminton Championships,2009-11-01,Alor Setar,2009-01-01,2009 World Junior Badminton Championships – Men's Singles,WikiProject Badminton/tournament focus list
2011 World Junior Badminton Championships,2010 World Junior Badminton Championships,2012 World Junior Badminton Championships,2011-11-06,Taipei,2011-01-01,2011 World Junior Badminton Championships – Women's Doubles,WikiProject Badminton/tournament focus list
1998 World Junior Badminton Championships,1996 World Junior Badminton Championships,2000 World Junior Badminton Championships,1998-10-11,Melbourne,1998-01-01,1998 World Junior Badminton Championships – Men's doubles,WikiProject Badminton/tournament focus list
