col0,col1,col2,col3,col4
Brno-sever,12.24,1990-11-24,205,Czech Republic
Prague 11,9.79,1988-01-01,304,Czech Republic
Prague 12,23.33,1973-07-01,196,Czech Republic
Brno-střed,15,1990-11-24,215,Czech Republic
Prague 13,13.23,1981-01-01,332,Czech Republic
Prague 6,41.54,1973-07-01,219,Czech Republic
Prague 10,19,1981-01-01,273,Czech Republic
Prague 8,21.82,1973-07-01,192,Czech Republic
Prague 16,9.31,1981-01-01,198,Czech Republic
Brno-Královo Pole,9.91,1990-11-24,220,Czech Republic
Prague 7,7.14,1981-01-01,234,Czech Republic
Prague 1,5.53,1973-07-01,202,Czech Republic
Brno-South,12.77,1990-11-24,200,Czech Republic
Brno-Vinohrady,1.96,1990-11-24,295,Czech Republic
