col0,col1,col2,col3,col4
V* AT Cap,-10.894,8.874,rotating variable star,307.4035681679346
CD-56 1450,-10.945,9.55,rotating variable star,93.2749820801369
GSC 08054-00859,-4.379,11.923,rotating variable star,42.7979486884021
CPD-57 1131,-16.288,9.954,rotating variable star,106.3013257280139
VASC J1628-41,-14.131,13.403,rotating variable star,247.1970243649639
CD-46 5148,-84.877,10.4,rotating variable star,140.9164083798857
V* SS Cam,-16.465,10.2,eclipsing binary star,109.1030765053091
V* GK Hya,-46.748,9.37,eclipsing binary star,127.7054597953648
V* PW Her,11.551,10.13,eclipsing binary star,272.6004643220639
V* V1302 Tau,-47.661,11.554,RS Canum Venaticorum variable,61.975005183059
V* BC Phe,-31.887,8.92,rotating ellipsoidal variable,20.5790949179828
SV* HV 7430,-16.244,12.5,slow irregular variable,219.1877071448324
FG Cam,-12.221,7.88,SRD semi-regular,115.71038167
V* NQ Boo,-14.006,10.735,rotating variable star,224.5028884524721
CD-50 4879,-34.45,10.94,rotating variable star,152.7669745073205
