col0,col1,col2,col3
Grenville,1876-01-01,village municipality of Quebec,Canada
Grandes-Piles,1885-08-10,village municipality of Quebec,Canada
Godbout,1955-01-01,village municipality of Quebec,Canada
Fort-Coulonge,1888-12-15,village municipality of Quebec,Canada
Chute-aux-Outardes,1951-03-07,village municipality of Quebec,Canada
Brome,1923-06-20,village municipality of Quebec,Canada
Baie-Trinité,1955-01-01,village municipality of Quebec,Canada
Ayer's Cliff,1909-02-04,village municipality of Quebec,Canada
Abercorn,1929-06-25,village municipality of Quebec,Canada
Tadoussac,1899-10-10,village municipality of Quebec,Canada
Senneville,1679-01-01,village municipality of Quebec,Canada
Stukely-Sud,1935-09-14,village municipality of Quebec,Canada
Daveluyville,1901-11-13,village municipality of Quebec,Canada
Marieville,1858-05-20,village municipality of Quebec,Canada
