col0,col1,col2,col3,col4
White Sands Missile Range,United States of America,spaceport,New Mexico,United States Army
Esrange,Sweden,spaceport,Kiruna Municipality,European Space Agency
Spaceport America,United States of America,spaceport,New Mexico,New Mexico Spaceport Authority
Alcântara Launch Center,Brazil,spaceport,Alcântara,Brazilian Air Force
Kennedy Space Center Launch Complex 39,United States of America,spaceport,Brevard County,National Aeronautics and Space Administration
Xichang Satellite Launch Center,People's Republic of China,spaceport,Sichuan,China National Space Administration
Palmachim Airbase,Israel,spaceport,Central District,Israeli Air Force
Centro de Experimentación y Lanzamiento de Proyectiles Autopropulsados Chamical,Argentina,spaceport,La Rioja Province,Argentine Air Force
Cape Canaveral Air Force Station,United States of America,spaceport,Brevard County,Air Force Space Command
Guiana Space Centre,France,spaceport,Canton of Kourou,European Space Agency
Kodiak Launch Complex,United States of America,spaceport,Alaska,Alaska Aerospace Corporation
