col0,col1,col2,col3,col4
Interview of retired Colonel Mary Ruth Pullig on her long career in the U.S. Army Nurse Corps,2003-01-01,New Guinea,Ruth F. Stewart,English
Interview of retired Lieutenant Colonel Jean Schiffman on her career in the U.S. Army Nurse Corps,2004-01-14,United States Army,Ruth F. Stewart,English
Interview of retired Colonel Patricia Silvestre on her career in the U.S. Army Nurse Corps and service during the Vietnam War,2003-10-22,United States Army,Ruth F. Stewart,English
Interview of retired Colonel Mary Ruth Pullig on her long career in the U.S. Army Nurse Corps,2003-01-01,United States Army,Ruth F. Stewart,English
Interview of retired Colonel Patricia Silvestre on her career in the U.S. Army Nurse Corps and service during the Vietnam War,2003-10-22,Vietnam War,Ruth F. Stewart,English
Interview of retired Lieutenant Colonel Jean Schiffman on her career in the U.S. Army Nurse Corps,2004-01-14,South Korea,Ruth F. Stewart,English
Interview of retired Colonel Patricia Silvestre on her career in the U.S. Army Nurse Corps and service during the Vietnam War,2003-10-22,war,Ruth F. Stewart,English
"Interview of retired Lieutenant Colonel Madeline M. Ullom on her career in the U.S. Army Nurse Corps, including her service during WWII",1985-05-15,United States of America,Margaret E. Duncan,English
Interview of retired Lieutenant Colonel Jean Schiffman on her career in the U.S. Army Nurse Corps,2004-01-14,Jean Schiffman,University of Texas at San Antonio Libraries,English
Interview of retired Colonel Patricia Silvestre on her career in the U.S. Army Nurse Corps and service during the Vietnam War,2003-10-22,Patricia A. Silvestre,University of Texas at San Antonio Libraries,English
