col0,col1,col2,col3,col4,col5
2004 IAAF World Half Marathon Championships,2003 IAAF World Half Marathon Championships,India,World Athletics,half marathon,2004-01-01
2016 IAAF World Half Marathon Championships,2014 IAAF World Half Marathon Championships,United Kingdom,World Athletics,half marathon,2016-03-26
2001 IAAF World Half Marathon Championships,2000 IAAF World Half Marathon Championships,United Kingdom,World Athletics,half marathon,2001-01-01
1995 IAAF World Half Marathon Championships,1994 IAAF World Half Marathon Championships,France,World Athletics,half marathon,1995-01-01
2000 IAAF World Half Marathon Championships,1999 IAAF World Half Marathon Championships,Mexico,World Athletics,half marathon,2000-01-01
1998 IAAF World Half Marathon Championships,1997 IAAF World Half Marathon Championships,Switzerland,World Athletics,half marathon,1998-01-01
2018 IAAF World Half Marathon Championships,2016 IAAF World Half Marathon Championships,Spain,World Athletics,half marathon,2018-03-24
1996 IAAF World Half Marathon Championships,1995 IAAF World Half Marathon Championships,Spain,World Athletics,half marathon,1996-01-01
2006 IAAF World Road Running Championships,2005 IAAF World Half Marathon Championships,Hungary,World Athletics,half marathon,2006-10-08
1994 IAAF World Half Marathon Championships,1993 IAAF World Half Marathon Championships,Norway,World Athletics,half marathon,1994-01-01
2012 IAAF World Half Marathon Championships,2010 IAAF World Half Marathon Championships,Bulgaria,World Athletics,half marathon,2012-10-06
1997 IAAF World Half Marathon Championships,1996 IAAF World Half Marathon Championships,Slovakia,World Athletics,half marathon,1997-01-01
2008 IAAF World Half Marathon Championships,2007 IAAF World Road Running Championships,Brazil,World Athletics,half marathon,2008-10-12
2009 IAAF World Half Marathon Championships,2008 IAAF World Half Marathon Championships,United Kingdom,World Athletics,half marathon,2009-10-11
