col0,col1,col2,col3,col4
Kita-Nagato Kaigan Quasi-National Park,1955-11-01,Japan,quasi-national park of Japan,Yamaguchi Prefecture
Iki-Tsushima Quasi-National Park,1968-07-22,Japan,quasi-national park of Japan,Nagasaki Prefecture
Zaō Quasi-National Park,1963-08-08,Japan,quasi-national park of Japan,Miyagi Prefecture
Oga Quasi-National Park,1973-05-15,Japan,quasi-national park of Japan,Akita Prefecture
Minami Sanriku Kinkasan Quasi-National Park,1979-03-30,Japan,quasi-national park of Japan,Miyagi Prefecture
Chōkai Quasi-National Park,1963-07-24,Japan,quasi-national park of Japan,Akita Prefecture
Yamato-Aogaki Quasi-National Park,1970-12-28,Japan,quasi-national park of Japan,Nara Prefecture
Nichinan Kaigan Quasi-National Park,1955-06-01,Japan,quasi-national park of Japan,Kagoshima Prefecture
Kōya-Ryūjin Quasi-National Park,1967-03-13,Japan,quasi-national park of Japan,Nara Prefecture
Meiji no Mori Minō Quasi-National Park,1967-12-11,Japan,quasi-national park of Japan,Ōsaka Prefecture
Myōgi-Arafune-Saku Kōgen Quasi-National Park,1969-04-10,Japan,quasi-national park of Japan,Nagano Prefecture
Echizen-Kaga Kaigan Quasi-National Park,1968-05-01,Japan,quasi-national park of Japan,Chūbu region
