col0,col1,col2,col3
Big Cut,Turks and Caicos Islands,1,sound
El Canal Riachuelo,Colonia Department,1,sound
Canal Santo Domingo,Colonia Department,12,sound
Canal Norte,Colonia Department,1,sound
Big Current Hole,Saint Thomas,4,sound
Arroyo de la Rambla,Canelones Department,46,sound
West Branch,Fairfield County,4,sound
The Straits,Middlesex County,2,sound
The Narrows,Pottawattamie County,297,sound
The Narrows,Litchfield County,131,sound
Spindletop Gully,Jefferson County,2,sound
Seaview Park Reach,Fairfield County,2,sound
Oyster Shell Reach,Fairfield County,3,sound
Old Lock One Cut-Off,Washington County,2,sound
