col0,col1,col2,col3,col4,col5
1940 Republican Party presidential primaries,President of the United States,Republican National Committee,1940-01-01,Herbert Hoover,1944 Republican Party presidential primaries
1992 Democratic Party presidential primaries,President of the United States,Democratic National Committee,1992-01-01,Bill Clinton,1996 Democratic Party presidential primaries
1988 Democratic Party presidential primaries,President of the United States,Democratic National Committee,1988-01-01,David Duke,1992 Democratic Party presidential primaries
"Democratic Party presidential primaries, 2000",President of the United States,Democratic National Committee,2000-01-01,Al Gore,2004 Democratic Party presidential primaries
2012 Republican Party presidential primaries,President of the United States,Republican National Committee,2012-01-01,Mitt Romney,2016 Republican Party presidential primaries
2012 Democratic Party presidential primaries,President of the United States,Democratic National Committee,2012-01-01,Barack Obama,2016 Democratic Party presidential primaries
2004 Democratic Party presidential primaries,President of the United States,Democratic National Committee,2004-01-01,John Kerry,2008 Democratic Party presidential primaries
1988 Democratic Party presidential primaries,President of the United States,Democratic National Committee,1988-01-01,Paul Simon,1992 Democratic Party presidential primaries
1984 Democratic Party presidential primaries,President of the United States,Democratic National Committee,1984-01-01,Walter Mondale,1988 Democratic Party presidential primaries
1980 Democratic Party presidential primaries,President of the United States,Democratic National Committee,1980-01-01,Jimmy Carter,1984 Democratic Party presidential primaries
1976 Democratic Party presidential primaries,President of the United States,Democratic National Committee,1976-01-01,Jimmy Carter,1980 Democratic Party presidential primaries
1972 Democratic Party presidential primaries,President of the United States,Democratic National Committee,1972-01-01,Hubert Humphrey,1976 Democratic Party presidential primaries
