col0,col1,col2,col3,col4,col5,col6,col7
Otsego County,1.4,county of New York,2597,Cooperstown,"National Register of Historic Places listings in Otsego County, New York",Otsego County,Schoharie County
Erie County,15,county of New York,3178,Buffalo,"National Register of Historic Places listings in Erie County, New York",Erie County,Wyoming County
Orange County,3.2,county of New York,2172,Goshen,"National Register of Historic Places listings in Orange County, New York",Orange County,Ulster County
Hamilton County,5,county of New York,4682,"Lake Pleasant (hamlet), New York","National Register of Historic Places listings in Hamilton County, New York",Hamilton County,Essex County
Orange County,3.2,county of New York,2172,Goshen,"National Register of Historic Places listings in Orange County, New York",Orange County,Westchester County
Albany County,2,county of New York,1381,Albany,"National Register of Historic Places listings in Albany County, New York",Albany County,Schoharie County
Schuyler County,4.1,county of New York,886,Watkins Glen,"National Register of Historic Places listings in Schuyler County, New York",Schuyler County,Yates County
Washington County,1.7,county of New York,2191,Fort Edward,"National Register of Historic Places listings in Washington County, New York",Washington County,Saratoga County
Franklin County,4,county of New York,4396,Malone,"National Register of Historic Places listings in Franklin County, New York",Franklin County,Clinton County
Jefferson County,32,county of New York,4810,Watertown,"National Register of Historic Places listings in Jefferson County, New York",Jefferson County,Lewis County
Orange County,3.2,county of New York,2172,Goshen,"National Register of Historic Places listings in Orange County, New York",Orange County,Pike County
