col0,col1,col2,col3,col4,col5
1992 Mercedes Cup,1993 Mercedes Cup,1991 Mercedes Cup,Stuttgart,clay court,Stuttgart Open
1989 Mercedes Cup,1990 Mercedes Cup,1988 Mercedes Cup,Stuttgart,clay court,Stuttgart Open
1987 Mercedes Cup,1988 Mercedes Cup,1986 Mercedes Cup,Stuttgart,clay court,Stuttgart Open
1986 Mercedes Cup,1987 Mercedes Cup,1985 Mercedes Cup,Stuttgart,clay court,Stuttgart Open
1985 Mercedes Cup,1986 Mercedes Cup,1984 Mercedes Cup,Stuttgart,clay court,Stuttgart Open
1984 Mercedes Cup,1985 Mercedes Cup,1983 Mercedes Cup,Stuttgart,clay court,Stuttgart Open
1983 Mercedes Cup,1984 Mercedes Cup,1982 Mercedes Cup,Stuttgart,clay court,Stuttgart Open
1982 Mercedes Cup,1983 Mercedes Cup,1981 Mercedes Cup,Stuttgart,clay court,Stuttgart Open
1981 Mercedes Cup,1982 Mercedes Cup,1980 Mercedes Cup,Stuttgart,clay court,Stuttgart Open
1980 Mercedes Cup,1981 Mercedes Cup,1979 Mercedes Cup,Stuttgart,clay court,Stuttgart Open
