col0,col1,col2,col3
Loyalhanna Creek,Mill Creek,Kiskiminetas River basin,80
Potomac River,Anacostia River,Potomac River basin,590
Llano River,James River,Colorado River basin,160
Potomac River,Occoquan River,Potomac River basin,590
Rapid Creek,Castle Creek,Cheyenne River drainage basin,86
Loup River,Dismal River,Platte River basin,109
Little Osage River,Marmaton River,Osage River basin,50
Santa Rosa Creek,Brush Creek,Russian River basin,35
Karasjohka,Iešjohka,Tana basin,166
Kok River,"Lao River, Thailand",Mekong River basin,285
Levubu River,Mutshindudi River,Limpopo basin,200
