col0,col1,col2,col3
2015 Copenhagen Badminton Masters,open championship,2019 Copenhagen Badminton Masters,badminton
2014 Copenhagen Badminton Masters,open championship,2015 Copenhagen Badminton Masters,badminton
2013 Copenhagen Badminton Masters,open championship,2014 Copenhagen Badminton Masters,badminton
2012 Copenhagen Badminton Masters,open championship,2013 Copenhagen Badminton Masters,badminton
1998 Copenhagen Badminton Masters,open championship,1999 Copenhagen Badminton Masters,badminton
1997 Copenhagen Badminton Masters,open championship,1998 Copenhagen Badminton Masters,badminton
2011 Copenhagen Badminton Masters,open championship,2012 Copenhagen Badminton Masters,badminton
1996 Copenhagen Badminton Masters,open championship,1997 Copenhagen Badminton Masters,badminton
2010 Copenhagen Badminton Masters,open championship,2011 Copenhagen Badminton Masters,badminton
2009 Copenhagen Badminton Masters,open championship,2010 Copenhagen Badminton Masters,badminton
