col0,col1,col2,col3,col4
Japan National Route 57,Uki,road,Ōita,Japan National Route 10
Japan National Route 436,Shōdoshima,maritime transport,Takamatsu,Japan National Route 11
Japan National Route 390,Miyakojima,maritime transport,Naha,Port of Ishigaki
Japan National Route 350,Sado,maritime transport,Niigata,Japan National Route 8
Japan National Route 338,Misawa,maritime transport,Oirase,Japan National Route 45
Japan National Route 57,Kumamoto,road,Nagasaki,Japan National Route 10
Japan National Route 436,Shōdoshima,road,Takamatsu,Japan National Route 11
Japan National Route 390,Miyakojima,road,Naha,Port of Ishigaki
Japan National Route 350,Sado,road,Niigata,Japan National Route 8
Japan National Route 338,Misawa,road,Oirase,Japan National Route 45
Japan National Route 269,Miyakonojō,maritime transport,Ibusuki,Japan National Route 10
Japan National Route 197,Yusuhara,maritime transport,Ōita,Japan National Route 33
