col0,col1,col2,col3
Prometheus: Fire and Stone,Dark Horse Comics,limited series,2014-09-10
Archie vs. Predator,Dark Horse Comics,limited series,2015-01-01
Samurai Jack,IDW Publishing,limited series,2013-01-01
Aliens: Rogue,Dark Horse Comics,limited series,1993-04-01
Terminal City,Vertigo,limited series,1996-01-01
Aliens,Dark Horse Comics,comics,2009-05-02
Crisis on Infinite Earths,"DC Comics, Inc.",written work,1985-01-01
Black Hole,Delcourt,comic book series,1995-01-01
Bone,Delcourt,comic book series,1991-01-01
The Infinity Gauntlet,Marvel Comics,limited series,1991-07-01
Strange Adventures,"DC Comics, Inc.",limited series,1950-01-01
Black Hole,Delcourt,limited series,1995-01-01
Batman: Dark Victory,"DC Comics, Inc.",limited series,1999-01-01
