col0,col1,col2,col3,col4,col5
Demetrios 53,Demetrios,"Pauly-Wissowa vol. IV,2",Demetrios 52 (Pauly-Wissowa),Friedrich Münzer,cross-reference
Bithynicus,Bithynicus,"Pauly-Wissowa vol. III,1",Bithynias (Pauly-Wissowa),Elimar Klebs,cross-reference
Bazela,Basel,"Pauly-Wissowa vol. III,1",Bazanis (Pauly-Wissowa),Max Ihm,cross-reference
Bassus 29,Bassus Herculanus,"Pauly-Wissowa vol. III,1",Bassus 28 (Pauly-Wissowa),Otto Seeck,cross-reference
Barkas 1,Barca Hamilcar,"Pauly-Wissowa vol. III,1",Barkanioi (Pauly-Wissowa),Benedikt Niese,cross-reference
Ario,Arion,"Pauly-Wissowa vol. II,1",Arinthaeus 2 (Pauly-Wissowa),Karl Tümpel,cross-reference
"Aqua, Aquae 100",Aqua,"Pauly-Wissowa vol. II,1","Aqua, Aquae 99 (Pauly-Wissowa)",Christian Hülsen,cross-reference
"Aqua, Aquae 17",Baden-Baden,"Pauly-Wissowa vol. II,1","Aqua, Aquae 16 (Pauly-Wissowa)",Max Ihm,cross-reference
Appius 12,Appius Junius Silanus,"Pauly-Wissowa vol. II,1",Appius 11 (Pauly-Wissowa),Paul von Rohden,cross-reference
Demetrios 54,Demetrios,"Pauly-Wissowa vol. IV,2",Demetrios 53 (Pauly-Wissowa),Friedrich Münzer,cross-reference
