col0,col1,col2,col3
methyl acrylate,25,Methyl acrylate exposure,65
methyl acetate,16,methyl acetate exposure,173
isopropyl ether,7.9,Diisopropyl ether exposure,119
isopropyl alcohol,12.7,Isopropyl alcohol exposure,33
isopropyl acetate,8,isopropyl acetate exposure,42
isobutyl acetate,10.5,Isobutyl acetate exposure,13
methyl isobutyl ketone,8,methyl isobutyl ketone exposure,16
hexane,7.5,n-hexane exposure,124
n-heptane,6.7,n-heptane exposure,40
ethyl formate,16,ethyl formate exposure,32.3
aziridine,54.8,Aziridine exposure,160
"1,2-dichloroethane",16,"1,2-Dichloroethane exposure",64
bromoethane,8,Bromoethane exposure,375
ethylbenzene,6.7,Ethylbenzene exposure,7
