col0,col1,col2,col3,col4,col5,col6
Groovy,Java Community Process,cross-platform,Smalltalk,Java,dynamic typing,object-oriented programming
Ceylon,Red Hat,cross-platform,Smalltalk,Java,safety typing,object-oriented programming
Ruby,Yukihiro Matsumoto,cross-platform,CLU,C,duck typing,object-oriented programming
Groovy,Java Community Process,cross-platform,Smalltalk,Java,duck typing,object-oriented programming
Ceylon,Gavin King,cross-platform,Java,Java,safety typing,object-oriented programming
Python,Python Software Foundation,cross-platform,Dylan,Python,duck typing,object-oriented programming
Groovy,Java Community Process,cross-platform,Java,Java,strong typing,multi-paradigm programming
Python,Guido van Rossum,cross-platform,Lisp,Python,gradual typing,multi-paradigm programming
Groovy,Java Community Process,cross-platform,Java,Java,static typing,multi-paradigm programming
Python,Guido van Rossum,cross-platform,Lisp,Python,dynamic typing,multi-paradigm programming
