col0,col1,col2,col3,col4
DeSoto County,county of Florida,DeSoto County,0.4,"National Register of Historic Places listings in DeSoto County, Florida"
Leon County,county of Florida,Leon County,5,"National Register of Historic Places listings in Leon County, Florida"
Jackson County,county of Florida,Jackson County,3.9,"National Register of Historic Places listings in Jackson County, Florida"
Charlotte County,county of Florida,Charlotte County,20.7,"National Register of Historic Places listings in Charlotte County, Florida"
Monroe County,county of Florida,Monroe County,73.7,"National Register of Historic Places listings in Monroe County, Florida"
Hamilton County,county of Florida,Hamilton County,1,"National Register of Historic Places listings in Hamilton County, Florida"
Liberty County,county of Florida,Liberty County,0.9,"National Register of Historic Places listings in Liberty County, Florida"
Calhoun County,county of Florida,Calhoun County,1.22,"National Register of Historic Places listings in Calhoun County, Florida"
Columbia County,county of Florida,Columbia County,0.5,"National Register of Historic Places listings in Columbia County, Florida"
Escambia County,county of Florida,Escambia County,25,"National Register of Historic Places listings in Escambia County, Florida"
