col0,col1,col2,col3
Berlin Julius-Leber-Brücke station,DB Netz,category 5 railway station,Berlin-Schöneberg
Berlin Südkreuz station,DB Station&Service,category 1 railway station,Berlin-Schöneberg
Berlin-Neukölln station,DB Station&Service,category 4 railway station,Neukölln
Berlin Westkreuz station,DB Station&Service,category 3 railway station,Charlottenburg
Berlin Zoologischer Garten railway station,DB Station&Service,category 2 railway station,Charlottenburg
Hamburg-Harburg station,DB Station&Service,category 2 railway station,Harburg
Hamburg-Bergedorf station,DB Regio,category 3 railway station,Bergedorf
Berlin-Wannsee station,DB Station&Service,category 2 railway station,Wannsee
Eidelstedt station,DB Regio,category 3 railway station,Stellingen
Hamburg Dammtor station,DB Station&Service,category 2 railway station,Rotherbaum
Sternschanze station,Hamburger Hochbahn,category 3 railway station,Sternschanze
Jungfernstieg,DB Station&Service,category 4 railway station,Hamburg-Neustadt
Berlin-Friedrichstraße railway station,DB Station&Service,category 2 railway station,Mitte
