col0,col1,col2,col3
2018 FIFA World Cup qualification – CAF Third Round,2018 FIFA World Cup qualification (CAF),2016-01-01,2017-01-01
2018 FIFA World Cup qualification,2018 FIFA World Cup qualifications,2015-08-31,2017-10-10
2018 FIFA World Cup qualification,2018 FIFA World Cup qualifications,2015-03-12,2017-10-10
2018 FIFA World Cup qualification,2018 FIFA World Cup,2016-09-04,2017-11-14
2018 FIFA World Cup qualification – UEFA Group H,2018 FIFA World Cup qualification (EUFA),2016-09-06,2017-01-01
2018 FIFA World Cup qualification – UEFA Group G,2018 FIFA World Cup qualification (EUFA),2016-01-01,2017-01-01
2018 FIFA World Cup qualification – UEFA Group F,2018 FIFA World Cup qualification (EUFA),2016-01-01,2017-01-01
2018 FIFA World Cup qualification – UEFA Group E,2018 FIFA World Cup qualification (EUFA),2016-01-01,2017-10-08
2018 FIFA World Cup qualification – UEFA Group D,2018 FIFA World Cup qualification (EUFA),2016-01-01,2017-10-09
2018 FIFA World Cup qualification – UEFA Group C,2018 FIFA World Cup qualification (EUFA),2016-01-01,2017-01-01
2018 FIFA World Cup qualification – UEFA Group B,2018 FIFA World Cup qualification (EUFA),2016-09-06,2017-01-01
2018 FIFA World Cup qualification – UEFA Group I,2018 FIFA World Cup qualification (EUFA),2016-09-05,2017-01-01
2018 FIFA World Cup qualification – UEFA Group A,2018 FIFA World Cup qualification (EUFA),2016-09-06,2017-01-01
ice hockey at the 2022 Winter Olympics – men's qualification,ice hockey at the 2022 Winter Olympics – men,2019-11-01,2020-08-01
