col0,col1,col2,col3
Milimar,Colesville,historic house,"410 Randolph Rd, Silver Spring, MD 20904"
Highbury,Centennial Park,historic house,"20 Martin Road, Centennial Park NSW 2021"
Harmon–Neils House,Hillside,historic house,"2642 NW Lovejoy Street, Portland, OR 97210, USA"
George Earle Chamberlain House,Irvington,historic house,"1927 NE Tillamook Street, Portland, OR 97212, USA"
Awatea,Feilding,historic house,"69 Pharazyn Street, Feilding"
Auld Reekie,Parkville,historic house,"509–513 Royal Parade, Parkville VIC 3052"
Tanilba House,Tanilba Bay,historic house,"32 Caswell Crescent, Tanilba Bay, NSW 2319"
Monteith,Glebe,historic house,"266 Glebe Point Road, Glebe NSW 2037"
Walter Burley Griffin Lodge,Avalon Beach,historic house,"32 Plateau Road, Avalon, NSW 2107"
Nicolai–Cake–Olson House,Irvington,historic house,"1903 NE Hancock Street, Portland, OR 97212, USA"
Baruh–Zell House,Southwest Hills,historic house,"3131 SW Talbot Road, Portland, Oregon 97201, USA"
Nicolai–Cake–Olson House,Irvington,single-family detached home,"1903 NE Hancock Street, Portland, OR 97212, USA"
M. E. Blanton House,Beaverton,historic house,"3980 SW 170th Avenue, Beaverton, OR 97078, USA"
