col0,col1,col2,col3,col4,col5,col6,col7
1952 French Championships,1952-01-01,1953 French Championships,France,tennis,1951 French Championships,French Open,1952 French Championships – Men's Singles
2010 French Open,2010-01-01,2011 French Open,France,tennis,2009 French Open,French Open,2010 French Open – Women's Singles
2011 French Open,2011-01-01,2012 French Open,France,tennis,2010 French Open,French Open,2011 French Open – Mixed Doubles
1969 French Open,1969-01-01,1970 French Open,France,tennis,1968 French Open,French Open,1969 French Open – Women's Singles
2012 French Open,2012-01-01,2013 French Open,France,tennis,2011 French Open,tennis tournament edition,2012 French Open – Men's Singles
2007 French Open,2007-01-01,2008 French Open,France,tennis,2006 French Open,tennis tournament edition,2007 French Open – Men's Singles
1972 French Open,1972-01-01,1973 French Open,France,tennis,1971 French Open,tennis tournament edition,1972 French Open – Women's Singles
2002 French Open,2002-01-01,2003 French Open,France,tennis,2001 French Open,tennis tournament edition,2002 French Open – Men's Singles
2012 French Open,2012-01-01,2013 French Open,France,tennis,2011 French Open,French Open,2012 French Open – Men's Singles
2007 French Open,2007-01-01,2008 French Open,France,tennis,2006 French Open,French Open,2007 French Open – Men's Singles
1972 French Open,1972-01-01,1973 French Open,France,tennis,1971 French Open,French Open,1972 French Open – Women's Singles
2002 French Open,2002-01-01,2003 French Open,France,tennis,2001 French Open,French Open,2002 French Open – Men's Doubles
2019 French Open,2019-01-01,2020 French Open,France,tennis,2018 French Open,tennis tournament edition,2019 French Open – Women's Singles
2018 French Open,2018-01-01,2019 French Open,France,tennis,2017 French Open,tennis tournament edition,2018 French Open – Mixed Doubles
2017 French Open,2017-01-01,2018 French Open,France,tennis,2016 French Open,tennis tournament edition,2017 French Open – Women's Singles
