col0,col1,col2,col3,col4,col5,col6,col7
1894 World Allround Speed Skating Championships,1895-02-11,Saltsjöbaden,1895 World Allround Speed Skating Championships,Sweden,long track speed skating,Halfdan Nielsen,1894-01-01
1947 World All-Round Speed Skating Championships for Men,1947-02-16,Bislett Stadion,1948 World All-Round Speed Skating Championships for Men,Norway,long track speed skating,Lassi Parkkinen,1947-01-01
1891 World Allround Speed Skating Championships,1891-01-07,Museumplein,1893 World Allround Speed Skating Championships,Netherlands,long track speed skating,Joe Donoghue,1891-01-01
1975 World All-Round Speed Skating Championships for Men,1975-02-09,Bislett Stadion,1976 World All-Round Speed Skating Championships for Men,Norway,long track speed skating,Harm Kuipers,1975-01-01
1900 World Allround Speed Skating Championships for men,1900-02-25,Frognerkilen,1901 World Allround Speed Skating Championships for men,Norway,long track speed skating,Edvard Engelsaas,1900-01-01
1898 World Allround Speed Skating Championships for men,1898-02-07,Vaillant Arena,1899 World Allround Speed Skating Championships for men,Switzerland,long track speed skating,Peder Østlund,1898-01-01
1901 World Allround Speed Skating Championships for men,1901-02-10,Stockholm Ice Rink,1902 World Allround Speed Skating Championships,Sweden,long track speed skating,Franz Wathén,1901-01-01
1959 World All-Round Speed Skating Championships for Men,1959-02-15,Bislett Stadion,1960 World All-Round Speed Skating Championships for Men,Norway,long track speed skating,Juhani Järvinen,1959-01-01
1933 World All-Round Speed Skating Championships for Men,1933-02-19,Trondheim Ice Rink,1934 World All-Round Speed Skating Championships for Men,Norway,long track speed skating,Hans Engnestangen,1933-01-01
1961 World All-Round Speed Skating Championships for Men,1961-02-19,Ullevi,1962 World Allround Speed Skating Championships for men,Sweden,long track speed skating,Henk van der Grift,1961-01-01
1983 World All-Round Speed Skating Championships for Men,1983-02-13,Bislett Stadion,1984 World All-Round Speed Skating Championships for Men,Norway,long track speed skating,Rolf Falk-Larssen,1983-01-01
1914 World Allround Speed Skating Championships for men,1914-02-15,Frogner stadion,1922 World Allround Speed Skating Championships for men,Norway,long track speed skating,Oscar Mathisen,1914-01-01
1922 World Allround Speed Skating Championships for men,1922-02-19,Frogner stadion,1923 World Allround Speed Skating Championships,Norway,long track speed skating,Harald Strøm,1922-02-01
1968 World All-Round Speed Skating Championships for Men,1968-02-25,Ullevi,1969 World All-Round Speed Skating Championships for Men,Sweden,long track speed skating,Fred Anton Maier,1968-02-01
1988 World All-Round Speed Skating Championships for Men,1988-03-06,Medeo,1989 World All-Round Speed Skating Championships for Men,Kazakhstan,long track speed skating,Eric Flaim,1988-01-01
