col0,col1,col2,col3,col4
"Rex, Stratford",United Kingdom,nightclub,London Borough of Newham,Frank Matcham
Middlesbrough Empire,United Kingdom,nightclub,Middlesbrough,Ernest Augustus Runtz
Gesellschafthaus im Kloster-Berge-Garten,Germany,community center,Magdeburg,Karl Friedrich Schinkel
"Hulme Hall, Port Sunlight",United Kingdom,community center,Port Sunlight,William Owen
Uffo,Czech Republic,community center,Trutnov,Miroslav Melena
State Theatre,United States of America,movie theater,Kalamazoo,John Eberson
"Rex, Stratford",United Kingdom,movie theater,London Borough of Newham,Frank Matcham
Victoriateatern,Sweden,movie theater,Malmö Municipality,Axel Stenberg
Middlesbrough Empire,United Kingdom,movie theater,Middlesbrough,Ernest Augustus Runtz
The Ritz Ybor,United States of America,movie theater,Tampa,M. Leo Elliott
Savannah Theatre,United States of America,movie theater,Savannah,William Jay
Capitol Theatre,United States of America,movie theater,Flint,John Eberson
