col0,col1,col2,col3,col4,col5,col6,col7
Mandaluyong,229470,Tagalog,386276,Metro Manila,San Juan,tropical monsoon climate,1907-03-27
Marikina,246101,Tagalog,450741,Metro Manila,Cainta,tropical monsoon climate,1630-04-16
Las Piñas,328384,Tagalog,588894,Metro Manila,Bacoor,tropical monsoon climate,1762-01-01
Navotas,145806,Tagalog,249463,Metro Manila,Obando,tropical monsoon climate,1827-12-20
Malabon,222350,English,365525,Metro Manila,Obando,tropical monsoon climate,2001-04-21
Pasay,285538,Tagalog,416522,Metro Manila,Parañaque,tropical monsoon climate,1863-12-02
Las Piñas,328384,Tagalog,588894,Metro Manila,Muntinlupa,tropical monsoon climate,1762-01-01
Pasay,285538,Tagalog,416522,Metro Manila,Taguig,tropical monsoon climate,1863-12-02
Marikina,246101,Tagalog,450741,Metro Manila,Pasig,tropical monsoon climate,1630-04-16
Mandaluyong,229470,Tagalog,386276,Metro Manila,Pasig,tropical monsoon climate,1907-03-27
Malabon,222350,English,365525,Metro Manila,Valenzuela,tropical monsoon climate,2001-04-21
Pasay,285538,Tagalog,416522,Metro Manila,Makati,tropical monsoon climate,1863-12-02
