col0,col1,col2,col3,col4,col5,col6,col7
Yoho National Park,Golden,Columbia-Shuswap Regional District,IUCN category II: National Park,Parks Canada,1886-10-10,Canada,1313.1
Nááts'ihch'oh National Park Reserve,Tulita,Sahtu Region,IUCN category II: National Park,Parks Canada,2014-12-16,Canada,4867.04
Point Pelee National Park,Leamington,Essex County,IUCN category II: National Park,Parks Canada,1918-01-01,Canada,15.2
Thousand Islands National Park,Brockville,Frontenac County,IUCN category II: National Park,Parks Canada,1904-01-01,Canada,23.5
Wapusk National Park,Churchill,"Division No. 23, Manitoba",IUCN category II: National Park,Parks Canada,2010-03-26,Canada,11475
Torngat Mountains National Park,Nain,Nunatsiavut,IUCN category II: National Park,Parks Canada,2005-12-01,Canada,9700
Kejimkujik National Park,Halifax,Annapolis County,IUCN category II: National Park,Parks Canada,1974-01-01,Canada,403.7
Gulf Islands National Park Reserve,Sidney,Capital Regional District,IUCN category II: National Park,Parks Canada,2010-08-03,Canada,35.9
Pacific Rim National Park Reserve,Victoria,Capital Regional District,IUCN category II: National Park,Parks Canada,2001-01-01,Canada,510
Pukaskwa National Park,Marathon,Thunder Bay District,IUCN category II: National Park,Parks Canada,1971-01-01,Canada,1877.8
Georgian Bay Islands National Park,Midland,Muskoka District Municipality,IUCN category II: National Park,Parks Canada,1930-01-01,Canada,25.6
Gwaii Haanas National Park Reserve and Haida Heritage Site,Sandspit,North Coast Regional District,IUCN category II: National Park,Parks Canada,1996-01-23,Canada,147440
