col0,col1,col2,col3,col4
"Via de Lisboa a Mérida, 2 marcos miliários",cultural heritage,Évora,National Monument of Portugal,Portugal
Vias antigas em Alpedrinha e Castelo Novo,cultural heritage,Alpedrinha,Immovable Cultural Heritage of Public Interest,Portugal
Troço de calçada romana junto à estação de caminho de ferro da Covilhã,cultural heritage,Covilhã e Canhoso,Immovable Cultural Heritage of Public Interest,Portugal
"Geira - 35 marcos miliários, série Capela",cultural heritage,Chamoim e Vilar,National Monument of Portugal,Portugal
Estrada lusitano-romana,cultural heritage,Póvoa de Lanhoso (Nossa Senhora do Amparo),Immovable Cultural Heritage of Public Interest,Portugal
"Via de Braga a Guimarães, 2 marcos miliários",cultural heritage,"Oliveira, São Paio e São Sebastião",National Monument of Portugal,Portugal
Braga,cultural heritage,"Braga (Maximinos, Sé e Cividade)",National Monument of Portugal,Portugal
Troço de via romana no lugar de Ereira,cultural heritage,Talhadas,Immovable Cultural Heritage of Public Interest,Portugal
Troço da via antiga de Mosteiró,cultural heritage,São Miguel do Souto e Mosteirô,Immovable Cultural Heritage of Public Interest,Portugal
Via romana de Braga a Tui,cultural heritage,Arcozelo,National Monument of Portugal,Portugal
"Rua da Calçadinha Romana, São Brás de Alportel",Roman road,São Brás de Alportel,Site of Public Interest,Portugal
Ponte e Calçada romanas em Aldeia Viçosa,Roman road,Aldeia Viçosa,heritage without legal protection,Portugal
Troço da Via antiga da Pedra da Sé,Roman road,Tábua,Immovable Cultural Heritage of Public Interest,Portugal
