col0,col1,col2,col3,col4,col5,col6,col7
Ankara 19 Mayıs Stadium,Turkey,19219,Hacettepe S.K.,Ankara,Ankara,1936-01-01,former building or structure
New Gaziantep Stadium,Turkey,33502,Gaziantepspor,Gaziantep,Gaziantep,2017-01-15,association football stadium
Vodafone Park,Turkey,41903,Beşiktaş J.K.,Beşiktaş,Beşiktaş,2016-04-10,association football stadium
Balıkesir Atatürk Stadium,Turkey,15800,Balıkesirspor,Balıkesir,Balıkesir,1953-01-01,association football stadium
Cebeci İnönü Stadium,Turkey,15000,Ankara Demirspor,Ankara,Ankara,1967-01-01,association football stadium
Recep Tayyip Erdoğan Stadium,Turkey,14234,Kasımpaşa S.K.,Istanbul,Istanbul,1921-01-01,association football stadium
19 Eylül Stadium,Turkey,11024,Orduspor,Ordu,Ordu,1967-01-01,association football stadium
Kadir Has Stadium,Turkey,32864,Kayserispor,Kayseri,Kayseri,2009-03-08,association football stadium
Denizli Atatürk Stadium,Turkey,15427,Denizlispor,Denizli,Denizli,1950-01-01,association football stadium
Yenişehir Stadium,Turkey,7593,Kardemir Karabükspor,Karabük,Karabük,1974-01-01,association football stadium
BJK İnönü Stadium,Turkey,32145,Beşiktaş J.K.,Vişnezade,Beşiktaş,1947-05-19,association football stadium
