col0,col1,col2,col3,col4,col5,col6
Sivas Province,Sivas,Central Anatolia Region,646608,Turkish,province of Turkey,Zara
Elazığ Province,Elâzığ,Malatya Subregion,595638,Turkish,province of Turkey,Baskil
Hatay Province,Antakya,Hatay Subregion,1609856,North Levantine Arabic,metropolitan municipality,Kumlu
Kocaeli Province,İzmit,Kocaeli Subregion,1906391,Turkish,province of Turkey,Körfez
Erzurum Province,Erzurum,Erzurum Subregion,767848,Turkish,province of Turkey,Erzurum
Muş Province,Muş,Van Subregion,407992,Turkish,province of Turkey,Muş
Malatya Province,Malatya,Malatya Subregion,797036,Turkish,province of Turkey,Malatya
Mardin Province,Mardin,Mardin Subregion,829195,Turkish,province of Turkey,Mardin
Hatay Province,Antakya,Hatay Subregion,1609856,Turkish,metropolitan municipality,Antakya
Kocaeli Province,İzmit,Kocaeli Subregion,1906391,Turkish,province of Turkey,İzmit
Hatay Province,Antakya,Hatay Subregion,1609856,Turkish,province of Turkey,Antakya
Edirne Province,Edirne,Tekirdağ Subregion,411528,Turkish,province of Turkey,Edirne
Elazığ Province,Elâzığ,Malatya Subregion,595638,Turkish,province of Turkey,Elâzığ
Siirt Province,Siirt,Mardin Subregion,331670,Turkish,province of Turkey,Siirt
