col0,col1,col2,col3,col4,col5,col6
USS Missouri,Missouri,Newport News,United States Navy,4727,Maine-class battleship,order
USS Kentucky,Kentucky,Newport News,United States Navy,4504,Kearsarge-class battleship,order
USS Kearsarge,Kearsarge,Newport News,United States Navy,4504,Kearsarge-class battleship,order
USS Minnesota,Minnesota,Newport News,United States Navy,5476,Connecticut-class battleship,order
USS Louisiana,Louisiana,Newport News,United States Navy,5476,Connecticut-class battleship,order
USS Virginia,Virginia,Newport News,United States Navy,441.25,Virginia-class battleship,order
USS Rhode Island,Rhode Island,Quincy,United States Navy,441.25,Virginia-class battleship,order
USS New Jersey,New Jersey,Quincy,United States Navy,441.25,Virginia-class battleship,order
USS Kansas,Kansas,Camden,United States Navy,5476,Connecticut-class battleship,keel laying
USS Vermont,Vermont,Quincy,United States Navy,5476,Connecticut-class battleship,keel laying
