col0,col1,col2,col3,col4,col5,col6,col7
Williamson County,Williamson County,198901,Tennessee,0.2,1799-10-26,584,Franklin
Van Buren County,Van Buren County,5583,Tennessee,0.4,1840-01-03,711,Spencer
Rutherford County,Rutherford County,281029,Tennessee,0.8,1803-10-25,1616,Murfreesboro
Haywood County,Haywood County,18224,Tennessee,0.2,1823-01-01,1383,Brownsville
Montgomery County,Montgomery County,184119,Tennessee,0.9,1796-04-09,1409,Clarksville
Fayette County,Fayette County,38690,Tennessee,0.2,1824-09-29,1829,Somerville
Clay County,Clay County,7774,Tennessee,8.8,1870-01-01,671,Celina
Carroll County,Carroll County,28513,Tennessee,0.1,1821-11-07,1554,Huntingdon
Wayne County,Wayne County,16939,Tennessee,0.2,1817-01-01,736,Waynesboro
Franklin County,Franklin County,41129,Tennessee,3.7,1807-12-03,1491,Winchester
Monroe County,Monroe County,45265,Tennessee,2.6,1819-11-13,1690,Madisonville
Crockett County,Crockett County,14591,Tennessee,0.08,1871-01-01,688,Alamo
Claiborne County,Claiborne County,31560,Tennessee,1.6,1801-10-29,1144,Tazewell
