col0,col1,col2,col3,col4
"Sachsens arboreale Merkwürdigkeiten, oder: Wie man Geschichte",saxorum.hypotheses.org,Creative Commons Attribution 4.0 International,Regional bibliography of Saxony,2019-05-24
Neues und Altes zur sächsischen Geschichte vom Ersten zum Zweiten Weltkrieg,saxorum.hypotheses.org,Creative Commons Attribution,Regional bibliography of Saxony,2019-05-15
Sächsische Theologen im Nationalsozialismus. Neuerscheinung gibt Einblicke in ihre Lebensläufe,saxorum.hypotheses.org,Creative Commons Attribution,Regional bibliography of Saxony,2019-05-21
Über den Nutzen und die Anwendung von Körperschaftssätzen in der GND. Beispiele aus dem Provenienzforschungsprojekt der SLUB Dresden,saxorum.hypotheses.org,Creative Commons Attribution,Regional bibliography of Saxony,2019-05-07
Rurbanität in Dresden und München 1870 bis 1914,saxorum.hypotheses.org,Creative Commons Attribution,Regional bibliography of Saxony,2019-04-23
Schloss Lichtenburg in der sächsischen Geschichte,saxorum.hypotheses.org,Creative Commons Attribution,Regional bibliography of Saxony,2019-04-18
Thomas von Fritsch,saxorum.hypotheses.org,Creative Commons Attribution,Regional bibliography of Saxony,2018-12-11
Fürstliche Laborpartner in der alchemistischen Praxis. Das Netzwerk des Kurfürstenpaares August,saxorum.hypotheses.org,Creative Commons Attribution,Regional bibliography of Saxony,2018-10-30
"Am Rande Dresdens? Das völkisch-nationale Spektrum einer ,konservativen Kulturstadt‘ 1879-1933",saxorum.hypotheses.org,Creative Commons Attribution,Regional bibliography of Saxony,2018-11-13
Nationalsozialistischer Terror in Sachsen – erste Gesamtdarstellung erschienen,saxorum.hypotheses.org,Creative Commons Attribution,Regional bibliography of Saxony,2018-11-20
Wie der Zweite Weltkrieg in Sachsen endete,saxorum.hypotheses.org,Creative Commons Attribution,Regional bibliography of Saxony,2019-01-02
Eindrucksvolle Wandlungsprozesse: Das „sächsische Manchester“ im Kaiserreich,saxorum.hypotheses.org,Creative Commons Attribution,Regional bibliography of Saxony,2019-01-15
