col0,col1,col2,col3,col4,col5
Pine Trees,Tokyo National Museum,156.8,1600-01-01,Tokyo National Museum,byōbu-e
Triptych of Jan Floreins,St. John's Hospital,46.3,1479-01-01,St. John's Hospital,religious art
Triptych of Adriaan Reins,St. John's Hospital,45.3,1480-01-01,St. John's Hospital,religious art
St John Altarpiece,St. John's Hospital,173.6,1479-01-01,St. John's Hospital,religious art
The Last Judgment,National Museum,223.5,1467-01-01,National Museum,religious art
Virgin and Child with donor Pieter Wijts,Groeningemuseum,172,1630-01-01,Groeningemuseum,religious art
Judgement of Cambyses,Groeningemuseum,202,1498-01-01,Groeningemuseum,religious art
Isenheim Altarpiece,Unterlinden Museum,269,1512-01-01,Unterlinden Museum,religious art
Greverade Triptych,St. Anne's Museum,202.5,1491-01-01,St. Anne's Museum,religious art
"Martyrdom of Saint Bartholomew, Calvary and Death of Saint Mary Magdalene",Museu Nacional d'Art de Catalunya,244.3,1470-01-01,Museu Nacional d'Art de Catalunya,religious art
Altarpiece of Sant Vicenç de Sarrià,Museu Nacional d'Art de Catalunya,176,1455-01-01,Museu Nacional d'Art de Catalunya,religious art
Archangel Michael,Museu Nacional d'Art de Catalunya,1975,1470-01-01,Museu Nacional d'Art de Catalunya,religious art
Budapest triptych,"Museum of Fine Arts, Budapest",58,1480-01-01,"Museum of Fine Arts, Budapest",religious art
Organ doors with saints,Gallerie dell'Accademia,293,1509-01-01,Gallerie dell'Accademia,religious art
