col0,col1,col2,col3,col4
1985–86 Czechoslovakia men's national ice hockey team season,1985-1986 one-year-period,1986-01-01,1985-01-01,Czechoslovakia men's national ice hockey team
1984–85 Czechoslovakia men's national ice hockey team season,1984-1985 one-year-period,1985-01-01,1984-01-01,Czechoslovakia men's national ice hockey team
1983–84 Czechoslovakia men's national ice hockey team season,1983-1984 one-year-period,1984-01-01,1983-01-01,Czechoslovakia men's national ice hockey team
1982–83 Czechoslovakia men's national ice hockey team season,1982-1983 one-year-period,1983-01-01,1982-01-01,Czechoslovakia men's national ice hockey team
1981–82 Czechoslovakia men's national ice hockey team season,1981-1982 one-year-period,1982-01-01,1981-01-01,Czechoslovakia men's national ice hockey team
1980–81 Czechoslovakia men's national ice hockey team season,1980-1981 one-year-period,1981-01-01,1980-01-01,Czechoslovakia men's national ice hockey team
1979–80 Czechoslovakia men's national ice hockey team season,1979-1980 one-year-period,1980-01-01,1979-01-01,Czechoslovakia men's national ice hockey team
1978–79 Czechoslovakia men's national ice hockey team season,1978-1979 one-year-period,1979-01-01,1978-01-01,Czechoslovakia men's national ice hockey team
1977–78 Czechoslovakia men's national ice hockey team season,1977-1978 one-year-period,1978-01-01,1977-01-01,Czechoslovakia men's national ice hockey team
1976–77 Czechoslovakia men's national ice hockey team season,1976-1977 one-year-period,1977-01-01,1976-01-01,Czechoslovakia men's national ice hockey team
1964–65 Czechoslovakia men's national ice hockey team season,1964-1965 one-year-period,1965-01-01,1964-01-01,Czechoslovakia men's national ice hockey team
1963–64 Czechoslovakia men's national ice hockey team season,1963-1964 one-year-period,1964-01-01,1963-01-01,Czechoslovakia men's national ice hockey team
