col0,col1,col2,col3,col4
Chandrakona II community development block,56,Keshpur community development block,India,26263
Chhatna community development block,139,Kashipur community development block,India,40009
Burwan community development block,58,Kandi community development block,India,60732
Burdwan II community development block,29,Jamalpur community development block,India,36438
Chhatna community development block,139,Indpur community development block,India,40009
Chandrakona I community development block,16,Garhbeta I community development block,India,30369
Chandrakona II community development block,56,Garhbeta III community development block,India,26263
Chhatna community development block,139,Gangajalghati community development block,India,40009
Burdwan I community development block,37,Galsi II community development block,India,49695
Contai I community development block,3,Egra II community development block,India,37073
Contai III community development block,4,Egra II community development block,India,34342
Chanditala II community development block,6,Domjur community development block,India,37678
