col0,col1,col2,col3
NGMDb Prod ID,"Glacial geology and stratigraphy of Western New York Nuclear Service Center and vicinity, Cattaraugus and Erie Counties, New York",Wikidata property related to natural science,eventually complete
ISBN-13,La Fraternité de l'Anneau,Wikidata property for an international standard identifier,always incomplete
NGMDb Prod ID,"Glacial geology and stratigraphy of Western New York Nuclear Service Center and vicinity, Cattaraugus and Erie Counties, New York",Wikidata property related to geology,eventually complete
Geolex ID,Aztec Sandstone,Wikidata property related to geology,eventually complete
MeSH concept ID,acetaminophen,Wikidata property related to biology,is complete for existing items only
MeSH term ID,acetaminophen,Wikidata property related to biology,is complete for existing items only
MeSH concept ID,acetaminophen,Wikidata property related to chemistry,is complete for existing items only
MeSH term ID,acetaminophen,Wikidata property related to chemistry,is complete for existing items only
NARA record group number,Records of District Courts of the United States (NAID 350),Wikidata property for a multi-source identifier,eventually complete
MeSH concept ID,acetaminophen,Wikidata property for a multi-source identifier,is complete for existing items only
NGMDb Prod ID,"Glacial geology and stratigraphy of Western New York Nuclear Service Center and vicinity, Cattaraugus and Erie Counties, New York",Wikidata property for a multi-source identifier,eventually complete
MeSH term ID,acetaminophen,Wikidata property for a multi-source identifier,is complete for existing items only
Geolex ID,Aztec Sandstone,Wikidata property for a multi-source identifier,eventually complete
Sandbox-External identifier,Benedict XIII,Wikidata property for a multi-source identifier,always incomplete
ISBN-13,La Fraternité de l'Anneau,Wikidata property for a multi-source identifier,always incomplete
