col0,col1,col2,col3
Paris-Nice 2019,AG2R La Mondiale 2019,2019 UCI World Tour,Egan Bernal
2018 Paris-Nice,Sky 2018,2018 UCI World Tour,Dylan Teuns
Paris-Nice 2019,AG2R La Mondiale 2019,2019 UCI World Tour,Jack Haig
2018 Paris-Nice,Sky 2018,2018 UCI World Tour,Tim Wellens
Paris-Nice 2019,AG2R La Mondiale 2019,2019 UCI World Tour,George Bennett
2018 Paris-Nice,Sky 2018,2018 UCI World Tour,Felix Großschartner
Paris-Nice 2019,AG2R La Mondiale 2019,2019 UCI World Tour,Michał Kwiatkowski
2018 Paris-Nice,Sky 2018,2018 UCI World Tour,Jon Izagirre
2017 Paris–Nice,Bahrain-Merida 2017,2017 UCI World Tour,Ilnur Zakarin
Paris-Nice 2019,AG2R La Mondiale 2019,2019 UCI World Tour,Romain Bardet
