col0,col1,col2,col3,col4,col5,col6
tantalum-187,1489120.644,186.960391,2.3,tantalum,tungsten-187,3.5
tantalum-186,1482761.31,185.958553111,1.54,tantalum,tungsten-186,2
tantalum-185,1477476.6,184.955561396,49.4,tantalum,tungsten-185,3.5
tantalum-184,1470850.368,183.954010038,8.7,tantalum,tungsten-184,5
tantalum-183,1465232.505,182.95137618,5.1,tantalum,tungsten-183,3.5
tantalum-182,1458298.296,181.950155413,114.74,tantalum,tungsten-182,3
tantalum-180,1444658.58,179.947468392,8.154,tantalum,tungsten-180,1
tantalum-173,1391623.072,172.94375,3.14,tantalum,hafnium-173,2.5
tantalum-172,1382485.26,171.944895,36.8,tantalum,hafnium-172,3
tantalum-171,1374804.261,170.944476,23.3,tantalum,hafnium-171,2.5
tantalum-170,1365150.32,169.946175,6.76,tantalum,hafnium-170,3
tantalum-169,1357231.733,168.946011,4.9,tantalum,hafnium-169,2.5
tantalum-168,1347263.904,167.948047,2,tantalum,hafnium-168,2
tantalum-167,1339149.787,166.948093,80,tantalum,hafnium-167,1.5
