col0,col1,col2,col3,col4
birthhouse of Victor Hugo,birth house,Victor Hugo,Besançon,France
Maison natale de Théodore de Bèze,birth house,Theodore Beza,Vézelay,France
The Birth House of Field Marshal Stepa Stepanović in Kumodraž,birth house,Stepa Stepanović,Belgrade,Serbia
Maison natale de Paul Claudel,birth house,Paul Claudel,Villeneuve-sur-Fère,France
birthplace of Leonardo da Vinci,birth house,Leonardo da Vinci,Vinci,Italy
Maison natale Louis-Fréchette,birth house,Louis-Honoré Fréchette,Desjardins,Canada
birth house of Joan of Arc,birth house,Joan of Arc,Domrémy-la-Pucelle,France
birth house of Jean-François Millet,birth house,Jean-François Millet,La Hague,France
Casa Natale Giuseppe Verdi,birth house,Giuseppe Verdi,Busseto,Italy
Maison natale de Dom Mabillon,birth house,Jean Mabillon,Saint-Pierremont,France
Birthplace of Dimitrije Davidovic,birth house,Dimitrije Davidovic,Belgrade,Serbia
Birthplace of Charles de Gaulle,birth house,Charles de Gaulle,Lille,France
Casa Santi,birth house,Raphael,Urbino,Italy
Birthplace of Richard Nixon,birth house,Richard Nixon,California,United States of America
Museum geboortehuis René De Clercq,birth house,René de Clercq,Deerlijk,Belgium
