col0,col1,col2,col3
Oakley School,special school,2000-09-01,Royal Tunbridge Wells
The Meadows School,special school,1999-09-01,Spennymoor
Landmarks,special school,2006-06-19,Sheffield
Athena School,special school,2006-04-01,Lincoln
Marlborough School,special school,1900-01-01,Sidcup
Peterhouse School,boarding school,2002-09-01,Southport
Freeman College,boarding school,2006-06-20,Sheffield
Wilson Stuart University College Birmingham Partnership Trust,special school,2016-09-01,Erdington
Uplands Educational Trust,special school,2013-09-02,Swindon
Heart of Birmingham Vocational College,special school,2014-08-07,Birmingham
St Martins Centre,special school,2013-01-01,Stroud
New Horizons Learning Centre,special school,2011-09-01,Kingswood
Castle Wood Special School,special school,2008-04-01,Coventry
Nene Gate,special school,2008-01-02,Peterborough
Langside School,special school,2002-09-01,Parkstone
