col0,col1,col2,col3
Men's Football at the 2017 Island Games,sporting event,34,Sweden
2016 AFL finals series,sporting event,9,Australia
Football at the 2003 Pan American Games – Women's tournament,sporting event,10,Dominican Republic
2016 AFL finals series,tournament,9,Australia
Volleyball at the 2016 Summer Olympics – Women's tournament South American qualification,sporting event,10,Argentina
Football at the 1999 Pan American Games – Women's tournament,sporting event,14,Canada
Volleyball at the 2015 Southeast Asian Games – Women,sporting event,12,Singapore
2015 FIVB Volleyball Women's World Cup – South American Qualification,sporting event,10,Argentina
Women's Football at the 2015 Island Games,sporting event,22,United Kingdom
Men's Football at the 2015 Island Games,sporting event,34,United Kingdom
Rugby sevens at the 2015 Southeast Asian Games – Women's tournament,sporting event,12,Singapore
Football at the 2003 Pan American Games – Men's tournament,sporting event,16,Brazil
Men's Football at the 2013 Island Games,sporting event,8,United Kingdom
Women's Football at the 2013 Island Games,sporting event,5,United Kingdom
Women's football at the 2011 Island Games,sporting event,19,United Kingdom
